"results_id","match_rate","n_bags","n_landmarks","party","model","mse","mse_relall","mse_rellogit"
"partyonfile_match7_bags128_lmks105.822441863595",0.0659106228889259,128,105.822441863595,"onfile","logit_alldata",0.0689593130029484,1,0.731670211696257
"partyonfile_match7_bags128_lmks105.822441863595",0.0659106228889259,128,105.822441863595,"onfile","logit",0.0942491738772276,1.36673597477976,1
"partyonfile_match7_bags128_lmks105.822441863595",0.0659106228889259,128,105.822441863595,"onfile","dr",0.152800331393512,2.21580414217553,1.62123788578301
"partyonfile_match7_bags128_lmks105.822441863595",0.0659106228889259,128,105.822441863595,"onfile","dr_sepbags",0.102048927184057,1.47984257296318,1.08275672863711
"partyonfile_match7_bags128_lmks105.822441863595",0.0659106228889259,128,105.822441863595,"onfile","logit_bagfeat",0.0961313718305963,1.39403030054093,1.01997044510778
"partyonfile_match7_bags128_lmks105.822441863595",0.0659106228889259,128,105.822441863595,"onfile","logit_regfeat",0.0961313718305963,1.39403030054093,1.01997044510778
"partyonfile_match7_bags128_lmks105.822441863595",0.0659106228889259,128,105.822441863595,"onfile","grpmean",0.212503914280594,3.08158398085416,2.25470320363136
