"model","results_id","match_rate","n_bags","n_landmarks","party","y_hat_dem","y_hat_rep","y_hat_oth","class_rate","y_dem","y_rep","y_oth","y_hat_dem_2way","error_dem","error_rep","error_oth","error_dem_2way"
"logit_bagfeat","partyinsurvey_match25_bags141_lmks36.7538841506466",0.246801044051334,141,36.7538841506466,"insurvey",0.540180908425589,0.398034558048514,0.0617845335258972,0.585585585585586,0.484,0.426,0.09,0.575753574448774,0.0561809084255889,-0.0279654419514856,-0.0282154664741028,0.0438854425806424
"logit_regfeat","partyinsurvey_match25_bags141_lmks36.7538841506466",0.246801044051334,141,36.7538841506466,"insurvey",0.534980208671223,0.403721338177948,0.0612984531508319,0.586,0.484,0.426,0.09,0.569915124212727,0.0509802086712231,-0.0222786618220518,-0.0287015468491681,0.0380469923445956
"grpmean","partyinsurvey_match25_bags141_lmks36.7538841506466",0.246801044051334,141,36.7538841506466,"insurvey",0.497208138064417,0.434207659108232,0.068584202827352,0.43,0.484,0.426,0.09,0.533819739340597,0.0132081380644173,0.00820765910823157,-0.021415797172648,0.00195160747246514
"logit_alldata","partyinsurvey_match25_bags95_lmks103.031648277305",0.251713916246617,95,103.031648277305,"insurvey",0.483485631097909,0.421699843962144,0.0948145249399483,0.634,0.493,0.397,0.11,0.534128799477072,-0.00951436890209123,0.0246998439621438,-0.0151854750600517,-0.0198037847925906
"logit","partyinsurvey_match25_bags95_lmks103.031648277305",0.251713916246617,95,103.031648277305,"insurvey",0.513063334270294,0.444343137071632,0.0425935286580751,0.623,0.493,0.397,0.11,0.535888726082216,0.0200633342702942,0.0473431370716321,-0.0674064713419248,-0.0180438581874464
"dr","partyinsurvey_match25_bags95_lmks103.031648277305",0.251713916246617,95,103.031648277305,"insurvey",0.498049368849943,0.447516047065077,0.0544345840849797,0.549,0.493,0.397,0.11,0.526721219354224,0.00504936884994334,0.0505160470650769,-0.0555654159150203,-0.027211364915439
"dr_sepbags","partyinsurvey_match25_bags95_lmks103.031648277305",0.251713916246617,95,103.031648277305,"insurvey",0.508305596527782,0.443828816742225,0.0478655867299939,0.58,0.493,0.397,0.11,0.533859074352811,0.0153055965277819,0.0468288167422247,-0.0621344132700061,-0.0200735099168523
"logit_bagfeat","partyinsurvey_match25_bags95_lmks103.031648277305",0.251713916246617,95,103.031648277305,"insurvey",0.50281304581193,0.453370560593517,0.0438163935945529,0.611,0.493,0.397,0.11,0.525854074932471,0.00981304581193043,0.0563705605935172,-0.0661836064054471,-0.0280785093371918
"logit_regfeat","partyinsurvey_match25_bags95_lmks103.031648277305",0.251713916246617,95,103.031648277305,"insurvey",0.511324533353521,0.446456493388019,0.0422189732584593,0.633,0.493,0.397,0.11,0.533863711095943,0.0183245333535215,0.0494564933880189,-0.0677810267415407,-0.0200688731737199
"grpmean","partyinsurvey_match25_bags95_lmks103.031648277305",0.251713916246617,95,103.031648277305,"insurvey",0.506101598718788,0.442491059861546,0.0514073414196691,0.447,0.493,0.397,0.11,0.533528901094619,0.0131015987187876,0.0454910598615461,-0.0585926585803309,-0.0204036831750434
"logit_alldata","partyinsurvey_match26_bags102_lmks207.424810718047",0.257706710652194,102,207.424810718047,"insurvey",0.484989523400708,0.419910661670534,0.0950998149287573,0.608,0.483,0.416,0.101,0.535959138258464,0.00198952340070785,0.00391066167053361,-0.00590018507124269,-0.00130448799292648
"logit","partyinsurvey_match26_bags102_lmks207.424810718047",0.257706710652194,102,207.424810718047,"insurvey",0.497220210687434,0.41288442405395,0.0898953652586177,0.595,0.483,0.416,0.101,0.546333016784082,0.0142202106874341,-0.00311557594604994,-0.0111046347413823,0.00906939053269118
"dr","partyinsurvey_match26_bags102_lmks207.424810718047",0.257706710652194,102,207.424810718047,"insurvey",0.501227255710391,0.423018412143447,0.0757543321461622,0.571,0.483,0.416,0.101,0.542309553772944,0.0182272557103912,0.00701841214344656,-0.0252456678538378,0.00504592752155331
"dr_sepbags","partyinsurvey_match26_bags102_lmks207.424810718047",0.257706710652194,102,207.424810718047,"insurvey",0.508630901484061,0.403060655223025,0.0883084432929135,0.591,0.483,0.416,0.101,0.557898005901438,0.025630901484061,-0.0129393447769745,-0.0126915567070865,0.0206343796500472
"logit_bagfeat","partyinsurvey_match26_bags102_lmks207.424810718047",0.257706710652194,102,207.424810718047,"insurvey",0.499536549605091,0.410798425421432,0.0896650249734754,0.603,0.483,0.416,0.101,0.548739269948995,0.0165365496050913,-0.00520157457856801,-0.0113349750265246,0.0114756436976041
"logit_regfeat","partyinsurvey_match26_bags102_lmks207.424810718047",0.257706710652194,102,207.424810718047,"insurvey",0.497555211705108,0.412622625817276,0.0898221624776167,0.595,0.483,0.416,0.101,0.546657137971537,0.0145552117051084,-0.00337737418272371,-0.0111778375223834,0.00939351172014624
"grpmean","partyinsurvey_match26_bags102_lmks207.424810718047",0.257706710652194,102,207.424810718047,"insurvey",0.504975771003162,0.416435624225089,0.0785886047717512,0.451,0.483,0.416,0.101,0.548045936503825,0.0219757710031617,0.000435624225088638,-0.0224113952282488,0.0107823102524346
"logit_alldata","partyinsurvey_match27_bags195_lmks26.2388129234314",0.271601153522866,195,26.2388129234314,"insurvey",0.492388944845452,0.413283909619783,0.094327145534765,0.623,0.492,0.416,0.092,0.543671969870609,0.000388944845451766,-0.00271609038021742,0.00232714553476498,0.00182174960629189
"logit","partyinsurvey_match27_bags195_lmks26.2388129234314",0.271601153522866,195,26.2388129234314,"insurvey",0.518178050937916,0.424128848814757,0.0576931002473276,0.583,0.492,0.416,0.092,0.549903700242376,0.0261780509379165,0.00812884881475723,-0.0343068997526724,0.00805347997805916
"dr","partyinsurvey_match27_bags195_lmks26.2388129234314",0.271601153522866,195,26.2388129234314,"insurvey",0.501013691625666,0.439328093352853,0.0596582150214812,0.507,0.492,0.416,0.092,0.532799562487921,0.0090136916256659,0.0233280933528527,-0.0323417849785188,-0.00905065777639569
"dr_sepbags","partyinsurvey_match27_bags195_lmks26.2388129234314",0.271601153522866,195,26.2388129234314,"insurvey",0.528888332833373,0.411184318444546,0.0599273487220821,0.562,0.492,0.416,0.092,0.562603679741572,0.0368883328333726,-0.00481568155545392,-0.0320726512779179,0.0207534594772553
"logit_bagfeat","partyinsurvey_match27_bags195_lmks26.2388129234314",0.271601153522866,195,26.2388129234314,"insurvey",0.523390728023984,0.420667860666886,0.0559414113091293,0.591,0.492,0.416,0.092,0.554404921785385,0.0313907280239836,0.00466786066688618,-0.0360585886908707,0.0125547015210683
"logit_regfeat","partyinsurvey_match27_bags195_lmks26.2388129234314",0.271601153522866,195,26.2388129234314,"insurvey",0.520138020641327,0.421176550194199,0.0586854291644734,0.589,0.492,0.416,0.092,0.552565568149704,0.0281380206413272,0.00517655019419927,-0.0333145708355266,0.0107153478853864
"grpmean","partyinsurvey_match27_bags195_lmks26.2388129234314",0.271601153522866,195,26.2388129234314,"insurvey",0.496398771468849,0.440191523115704,0.0634097054154465,0.459,0.492,0.416,0.092,0.530006315823547,0.00439877146884943,0.0241915231157036,-0.0285902945845535,-0.0118439044407705
"logit_alldata","partyinsurvey_match28_bags136_lmks247.634593046969",0.275012363398468,136,247.634593046969,"insurvey",0.491737212699962,0.414144220802619,0.0941185664974185,0.632,0.501,0.402,0.097,0.5428273441908,-0.00926278730003849,0.0121442208026194,-0.00288143350258147,-0.0119899315567078
"logit","partyinsurvey_match28_bags136_lmks247.634593046969",0.275012363398468,136,247.634593046969,"insurvey",0.529450486786352,0.398146175050646,0.0724033381630024,0.601,0.501,0.402,0.097,0.570776619374456,0.0284504867863518,-0.00385382494935377,-0.0245966618369976,0.0159593436269475
"dr","partyinsurvey_match28_bags136_lmks247.634593046969",0.275012363398468,136,247.634593046969,"insurvey",0.519875447267149,0.410766855442279,0.0693576972905715,0.554,0.501,0.402,0.097,0.558620047416293,0.0188754472671493,0.00876685544227934,-0.0276423027094286,0.00380277166878495
"dr_sepbags","partyinsurvey_match28_bags136_lmks247.634593046969",0.275012363398468,136,247.634593046969,"insurvey",0.540088429387764,0.390089203840877,0.0698223667713598,0.597,0.501,0.402,0.097,0.580629344432977,0.0390884293877636,-0.0119107961591228,-0.0271776332286402,0.0258120686854688
"logit_bagfeat","partyinsurvey_match28_bags136_lmks247.634593046969",0.275012363398468,136,247.634593046969,"insurvey",0.533107047911166,0.394506534433854,0.0723864176549797,0.604,0.501,0.402,0.097,0.574708109128226,0.0321070479111663,-0.00749346556614566,-0.0246135823450203,0.0198908333807174
"logit_regfeat","partyinsurvey_match28_bags136_lmks247.634593046969",0.275012363398468,136,247.634593046969,"insurvey",0.529531797132043,0.397566512101479,0.0729016907664786,0.595,0.501,0.402,0.097,0.571171138872892,0.0285317971320426,-0.00443348789852083,-0.0240983092335214,0.0163538631253832
"grpmean","partyinsurvey_match28_bags136_lmks247.634593046969",0.275012363398468,136,247.634593046969,"insurvey",0.526517534828516,0.406026683019875,0.0674557821516063,0.454,0.501,0.402,0.097,0.564603291459272,0.0255175348285157,0.00402668301987508,-0.0295442178483937,0.00978601571176396
"logit_alldata","partyinsurvey_match3_bags68_lmks335.947770378785",0.0251221923213323,68,335.947770378785,"insurvey",0.481677792587671,0.426021366243421,0.0923008411689081,0.625,0.467,0.439,0.094,0.530657969550133,0.0146777925876711,-0.0129786337565787,-0.00169915883109188,0.0152054309187867
"logit","partyinsurvey_match3_bags68_lmks335.947770378785",0.0251221923213323,68,335.947770378785,"insurvey",0.462999183595184,0.466212917690964,0.0707878987138534,0.495,0.467,0.439,0.094,0.498270720919728,-0.00400081640481642,0.0272129176909641,-0.0232121012861466,-0.0171818177116185
"dr","partyinsurvey_match3_bags68_lmks335.947770378785",0.0251221923213323,68,335.947770378785,"insurvey",0.516393396168628,0.426688997539104,0.0569176062922661,0.512,0.467,0.439,0.094,0.547559152428267,0.0493933961686284,-0.0123110024608958,-0.0370823937077339,0.0321066137969209
"dr_sepbags","partyinsurvey_match3_bags68_lmks335.947770378785",0.0251221923213323,68,335.947770378785,"insurvey",0.508904216408599,0.431184840854086,0.059910942737325,0.467,0.467,0.439,0.094,0.541336177117529,0.0419042164085987,-0.00781515914591424,-0.034089057262675,0.0258836384861829
"logit_bagfeat","partyinsurvey_match3_bags68_lmks335.947770378785",0.0251221923213323,68,335.947770378785,"insurvey",0.456727006774579,0.476023341702944,0.0672496515224776,0.466,0.467,0.439,0.094,0.48965621671444,-0.0102729932254207,0.0370233417029436,-0.0267503484775224,-0.0257963219169063
"logit_regfeat","partyinsurvey_match3_bags68_lmks335.947770378785",0.0251221923213323,68,335.947770378785,"insurvey",0.471292218710321,0.466265749234312,0.0624420320553769,0.5,0.467,0.439,0.094,0.502680617971302,0.00429221871032087,0.0272657492343124,-0.0315579679446231,-0.012771920660045
"grpmean","partyinsurvey_match3_bags68_lmks335.947770378785",0.0251221923213323,68,335.947770378785,"insurvey",0.517540496437521,0.430213404978194,0.0522460985842853,0.466,0.467,0.439,0.094,0.54607055234955,0.0505404964375207,-0.00878659502180634,-0.0417539014157147,0.0306180137182039
"logit_alldata","partyinsurvey_match30_bags148_lmks224.462904216489",0.30046609904671,148,224.462904216489,"insurvey",0.487842598210949,0.418915974321106,0.0932414274679445,0.632,0.5,0.404,0.096,0.538007153159507,-0.0121574017890508,0.0149159743211059,-0.00275857253205551,-0.0150901919732367
"logit","partyinsurvey_match30_bags148_lmks224.462904216489",0.30046609904671,148,224.462904216489,"insurvey",0.53644825722366,0.395248512680361,0.0683032300959791,0.599,0.5,0.404,0.096,0.575775589818695,0.0364482572236602,-0.00875148731963937,-0.0276967699040209,0.0226782446859513
"dr","partyinsurvey_match30_bags148_lmks224.462904216489",0.30046609904671,148,224.462904216489,"insurvey",0.520222581674976,0.417255944014732,0.0625214743102919,0.53,0.5,0.404,0.096,0.554916798005848,0.0202225816749763,0.0132559440147318,-0.0334785256897081,0.00181945287310503
"dr_sepbags","partyinsurvey_match30_bags148_lmks224.462904216489",0.30046609904671,148,224.462904216489,"insurvey",0.53328732660728,0.399286793520908,0.0674258798718119,0.597,0.5,0.404,0.096,0.571844441205356,0.0332873266072804,-0.00471320647909246,-0.0285741201281881,0.0187470960726128
"logit_bagfeat","partyinsurvey_match30_bags148_lmks224.462904216489",0.30046609904671,148,224.462904216489,"insurvey",0.526040540663163,0.402967034880536,0.0709924244563015,0.593,0.5,0.404,0.096,0.566239236913972,0.0260405406631627,-0.00103296511946366,-0.0250075755436985,0.0131418917812284
"logit_regfeat","partyinsurvey_match30_bags148_lmks224.462904216489",0.30046609904671,148,224.462904216489,"insurvey",0.53303785561616,0.398506452428863,0.0684556919549772,0.596,0.5,0.404,0.096,0.572208805327591,0.0330378556161598,-0.0054935475711374,-0.0275443080450228,0.0191114601948476
"grpmean","partyinsurvey_match30_bags148_lmks224.462904216489",0.30046609904671,148,224.462904216489,"insurvey",0.534012080540945,0.404604788595211,0.0613831308638434,0.479,0.5,0.404,0.096,0.568935098122001,0.0340120805409448,0.000604788595211236,-0.0346168691361566,0.0158377529892579
"logit_alldata","partyinsurvey_match31_bags118_lmks114.276421386516",0.307847662520786,118,114.276421386516,"insurvey",0.480817007589488,0.426816879955874,0.0923661124546374,0.635,0.479,0.413,0.108,0.529747747618621,0.0018170075894885,0.0138168799558743,-0.0156338875453626,-0.00724776807644634
"logit","partyinsurvey_match31_bags118_lmks114.276421386516",0.307847662520786,118,114.276421386516,"insurvey",0.524739466051281,0.41487238375519,0.0603881501935346,0.565,0.479,0.413,0.108,0.558464078714379,0.0457394660512813,0.00187238375519005,-0.0476118498064654,0.021468563019312
"dr","partyinsurvey_match31_bags118_lmks114.276421386516",0.307847662520786,118,114.276421386516,"insurvey",0.490618023786837,0.443843919479134,0.0655380567340278,0.578,0.479,0.413,0.108,0.525027292253458,0.0116180237868375,0.0308439194791344,-0.0424619432659722,-0.0119682234416096
"dr_sepbags","partyinsurvey_match31_bags118_lmks114.276421386516",0.307847662520786,118,114.276421386516,"insurvey",0.521335264072554,0.417041715243096,0.0616230206843497,0.581,0.479,0.413,0.108,0.555571242223738,0.0423352640725544,0.00404171524309588,-0.0463769793156503,0.0185757265286703
"logit_bagfeat","partyinsurvey_match31_bags118_lmks114.276421386516",0.307847662520786,118,114.276421386516,"insurvey",0.524282176839891,0.41554623139515,0.060171591764959,0.581,0.479,0.413,0.108,0.557848828835118,0.0452821768398908,0.00254623139515014,-0.047828408235041,0.0208533131400508
"logit_regfeat","partyinsurvey_match31_bags118_lmks114.276421386516",0.307847662520786,118,114.276421386516,"insurvey",0.519813169613059,0.420015581082078,0.0601712493048637,0.565,0.479,0.413,0.108,0.553093496265765,0.0408131696130588,0.00701558108207778,-0.0478287506951363,0.0160979805706977
"grpmean","partyinsurvey_match31_bags118_lmks114.276421386516",0.307847662520786,118,114.276421386516,"insurvey",0.497731068464099,0.436005505515498,0.0662634260204059,0.452,0.479,0.413,0.108,0.533052985536129,0.0187310684640991,0.0230055055154985,-0.0417365739795941,-0.00394253015893842
"logit_alldata","partyinsurvey_match32_bags173_lmks240.936144871637",0.321704654998507,173,240.936144871637,"insurvey",0.484571551979389,0.421356768181377,0.094071679839233,0.648,0.474,0.433,0.093,0.5348895063722,0.0105715519793887,-0.0116432318186228,0.00107167983923299,0.0122875218077013
"logit","partyinsurvey_match32_bags173_lmks240.936144871637",0.321704654998507,173,240.936144871637,"insurvey",0.525729125891279,0.414412484471006,0.0598583896377154,0.579,0.474,0.433,0.093,0.559202060728584,0.0517291258912794,-0.0185875155289944,-0.0331416103622846,0.036600076164086
"dr","partyinsurvey_match32_bags173_lmks240.936144871637",0.321704654998507,173,240.936144871637,"insurvey",0.508135206663439,0.431218590682512,0.0606462026540483,0.542,0.474,0.433,0.093,0.540941238646315,0.0341352066634386,-0.00178140931748755,-0.0323537973459517,0.0183392540818166
"dr_sepbags","partyinsurvey_match32_bags173_lmks240.936144871637",0.321704654998507,173,240.936144871637,"insurvey",0.521696957556504,0.418217413606514,0.0600856288369833,0.564,0.474,0.433,0.093,0.555047325120664,0.0476969575565036,-0.0147825863934865,-0.0329143711630167,0.0324453405561659
"logit_bagfeat","partyinsurvey_match32_bags173_lmks240.936144871637",0.321704654998507,173,240.936144871637,"insurvey",0.527138930180041,0.412358713304807,0.0605023565151534,0.575,0.474,0.433,0.093,0.561085952514731,0.0531389301800408,-0.0206412866951933,-0.0324976434848466,0.0384839679502331
"logit_regfeat","partyinsurvey_match32_bags173_lmks240.936144871637",0.321704654998507,173,240.936144871637,"insurvey",0.526050221651271,0.413673175733018,0.0602766026157121,0.561,0.474,0.433,0.093,0.55979261888714,0.0520502216512707,-0.0193268242669822,-0.0327233973842879,0.0371906343226412
"grpmean","partyinsurvey_match32_bags173_lmks240.936144871637",0.321704654998507,173,240.936144871637,"insurvey",0.509988690089229,0.436157951100509,0.0538533588102613,0.467,0.474,0.433,0.093,0.539016541292099,0.0359886900892292,0.00315795110050937,-0.0391466411897387,0.0164145567276003
"logit_alldata","partyinsurvey_match32_bags189_lmks124.9711708799",0.317985821785224,189,124.9711708799,"insurvey",0.480654538623783,0.425708215442255,0.0936372459339641,0.614,0.48,0.424,0.096,0.530311441492402,0.000654538623782619,0.00170821544225463,-0.00236275406603588,-0.000662009835031951
"logit","partyinsurvey_match32_bags189_lmks124.9711708799",0.317985821785224,189,124.9711708799,"insurvey",0.517353899142972,0.42092029935801,0.0617258014990178,0.599,0.48,0.424,0.096,0.551388815731599,0.037353899142972,-0.00307970064198987,-0.0342741985009822,0.0204153644041657
"dr","partyinsurvey_match32_bags189_lmks124.9711708799",0.317985821785224,189,124.9711708799,"insurvey",0.497603838939367,0.44067833806169,0.0617178229989425,0.54,0.48,0.424,0.096,0.530334958007847,0.0176038389393672,0.0166783380616902,-0.0342821770010575,-0.000638493319586431
"dr_sepbags","partyinsurvey_match32_bags189_lmks124.9711708799",0.317985821785224,189,124.9711708799,"insurvey",0.493180022087084,0.441554129129487,0.0652658487834288,0.582,0.48,0.424,0.096,0.527615281248901,0.0131800220870839,0.0175541291294875,-0.0307341512165712,-0.00335817007853267
"logit_bagfeat","partyinsurvey_match32_bags189_lmks124.9711708799",0.317985821785224,189,124.9711708799,"insurvey",0.510162456005984,0.429900035482506,0.0599375085115103,0.573293172690763,0.48,0.424,0.096,0.542689938833955,0.030162456005984,0.00590003548250573,-0.0360624914884897,0.0117164875065217
"logit_regfeat","partyinsurvey_match32_bags189_lmks124.9711708799",0.317985821785224,189,124.9711708799,"insurvey",0.514194871891069,0.426239296571728,0.0595658315372013,0.593,0.48,0.424,0.096,0.546763281401775,0.0341948718910694,0.00223929657172806,-0.0364341684627987,0.0157898300743413
"grpmean","partyinsurvey_match32_bags189_lmks124.9711708799",0.317985821785224,189,124.9711708799,"insurvey",0.484802675761741,0.458173078255194,0.057024245983064,0.448,0.48,0.424,0.096,0.514119979964017,0.00480267576174132,0.0341730782551937,-0.038975754016936,-0.0168534713634162
"logit_alldata","partyinsurvey_match34_bags109_lmks424.576026470866",0.336120716400277,109,424.576026470866,"insurvey",0.482959209972198,0.425869935255038,0.0911708547727635,0.636,0.47,0.424,0.106,0.531408144763494,0.0129592099721977,0.00186993525503815,-0.0148291452272365,0.00568107541226359
"logit","partyinsurvey_match34_bags109_lmks424.576026470866",0.336120716400277,109,424.576026470866,"insurvey",0.517141643794398,0.422345670728815,0.0605126854767892,0.611,0.47,0.424,0.106,0.550450906361463,0.0471416437943981,-0.00165432927118547,-0.0454873145232108,0.0247238370102325
"dr","partyinsurvey_match34_bags109_lmks424.576026470866",0.336120716400277,109,424.576026470866,"insurvey",0.503387749413349,0.434915296797889,0.0616969537887617,0.581,0.47,0.424,0.106,0.536487386933221,0.0333877494133489,0.0109152967978893,-0.0443030462112383,0.0107603175819909
"dr_sepbags","partyinsurvey_match34_bags109_lmks424.576026470866",0.336120716400277,109,424.576026470866,"insurvey",0.514138093456939,0.427352916779167,0.0585089897638945,0.588,0.47,0.424,0.106,0.546089222166874,0.0441380934569393,0.00335291677916666,-0.0474910102361055,0.0203621528156437
"logit_bagfeat","partyinsurvey_match34_bags109_lmks424.576026470866",0.336120716400277,109,424.576026470866,"insurvey",0.516593686829568,0.422297626362124,0.0611086868083089,0.592778335005015,0.47,0.424,0.106,0.550216707270883,0.0465936868295675,-0.00170237363787634,-0.044891313191691,0.0244896379196525
"logit_regfeat","partyinsurvey_match34_bags109_lmks424.576026470866",0.336120716400277,109,424.576026470866,"insurvey",0.514940458196483,0.424755584444844,0.0603039573586728,0.589,0.47,0.424,0.106,0.547986194290095,0.0449404581964835,0.00075558444484386,-0.0456960426413272,0.0222591249388644
"grpmean","partyinsurvey_match34_bags109_lmks424.576026470866",0.336120716400277,109,424.576026470866,"insurvey",0.497509171339243,0.443196067095858,0.0592947615649006,0.444,0.47,0.424,0.106,0.528868290525169,0.0275091713392427,0.0191960670958576,-0.0467052384350994,0.00314122117393878
"logit_alldata","partyinsurvey_match4_bags123_lmks226.24875048059",0.0404690759656821,123,226.24875048059,"insurvey",0.493516160803732,0.412943929340407,0.0935399098558606,0.64,0.488,0.432,0.08,0.544443341929435,0.00551616080373202,-0.0190560706595933,0.0135399098558606,0.0140085593207392
"logit","partyinsurvey_match4_bags123_lmks226.24875048059",0.0404690759656821,123,226.24875048059,"insurvey",0.596081424685388,0.352060366285113,0.0518582090295008,0.488,0.488,0.432,0.08,0.628683842819808,0.108081424685389,-0.0799396337148872,-0.0281417909704992,0.0982490602111123
"dr","partyinsurvey_match4_bags123_lmks226.24875048059",0.0404690759656821,123,226.24875048059,"insurvey",0.510073200910203,0.423829566982013,0.0660972321077838,0.539,0.488,0.432,0.08,0.546173775736225,0.0220732009102033,-0.00817043301798703,-0.0139027678922162,0.0157389931275296
"dr_sepbags","partyinsurvey_match4_bags123_lmks226.24875048059",0.0404690759656821,123,226.24875048059,"insurvey",0.544172283806839,0.3961636341627,0.0596640820304611,0.547,0.488,0.432,0.08,0.578699880976435,0.0561722838068393,-0.0358363658372999,-0.0203359179695389,0.0482650983677398
"logit_bagfeat","partyinsurvey_match4_bags123_lmks226.24875048059",0.0404690759656821,123,226.24875048059,"insurvey",0.610756869371179,0.340376157661087,0.048866972967733,0.552104208416834,0.488,0.432,0.08,0.642136117675219,0.122756869371179,-0.0916238423389131,-0.031133027032267,0.111701335066523
"logit_regfeat","partyinsurvey_match4_bags123_lmks226.24875048059",0.0404690759656821,123,226.24875048059,"insurvey",0.594060446183639,0.354847980227845,0.0510915735885137,0.488,0.488,0.432,0.08,0.626046128002271,0.106060446183639,-0.0771520197721552,-0.0289084264114863,0.0956113453935752
"grpmean","partyinsurvey_match4_bags123_lmks226.24875048059",0.0404690759656821,123,226.24875048059,"insurvey",0.493806047825271,0.435989413813858,0.0702045383608696,0.483,0.488,0.432,0.08,0.531091049804376,0.00580604782527067,0.00398941381385787,-0.00979546163913038,0.000656267195680904
"logit_alldata","partyinsurvey_match40_bags199_lmks171.021406798624",0.404579110222945,199,171.021406798624,"insurvey",0.490864775189125,0.415614615714378,0.0935206090964964,0.611,0.479,0.43,0.091,0.541506823116929,0.011864775189125,-0.0143853842856219,0.00252060909649636,0.0145541278474021
"logit","partyinsurvey_match40_bags199_lmks171.021406798624",0.404579110222945,199,171.021406798624,"insurvey",0.542783270119282,0.401641754033407,0.0555749758473112,0.615,0.479,0.43,0.091,0.574723515618672,0.0637832701192823,-0.0283582459665926,-0.0354250241526888,0.0477708203491448
"dr","partyinsurvey_match40_bags199_lmks171.021406798624",0.404579110222945,199,171.021406798624,"insurvey",0.518254000123554,0.421589696733522,0.0601563031429247,0.575,0.479,0.43,0.091,0.551425733722154,0.0392540001235541,-0.00841030326647774,-0.0308436968570753,0.0244730384526266
"dr_sepbags","partyinsurvey_match40_bags199_lmks171.021406798624",0.404579110222945,199,171.021406798624,"insurvey",0.531544311233254,0.408612024934659,0.0598436638320873,0.58,0.479,0.43,0.091,0.56537864053529,0.052544311233254,-0.0213879750653406,-0.0311563361679127,0.0384259452657635
"logit_bagfeat","partyinsurvey_match40_bags199_lmks171.021406798624",0.404579110222945,199,171.021406798624,"insurvey",0.539281304326437,0.404325004630865,0.0563936910426991,0.584,0.479,0.43,0.091,0.571510914252312,0.0602813043264371,-0.0256749953691354,-0.0346063089573009,0.0445582189827856
"logit_regfeat","partyinsurvey_match40_bags199_lmks171.021406798624",0.404579110222945,199,171.021406798624,"insurvey",0.546043318406278,0.398039215914099,0.0559174656796224,0.611,0.479,0.43,0.091,0.578385150191727,0.0670433184062783,-0.0319607840859006,-0.0350825343203776,0.0514324549222005
"grpmean","partyinsurvey_match40_bags199_lmks171.021406798624",0.404579110222945,199,171.021406798624,"insurvey",0.495184757483969,0.437441828018435,0.0673734144975954,0.438,0.479,0.43,0.091,0.530957153893714,0.0161847574839694,0.0074418280184349,-0.0236265855024046,0.0040044586241873
"logit_alldata","partyinsurvey_match44_bags74_lmks228.013203595765",0.43853703360677,74,228.013203595765,"insurvey",0.491249663493673,0.4153030712987,0.0934472652076273,0.627,0.505,0.398,0.097,0.541887575471474,-0.0137503365063268,0.0173030712987,-0.0035527347923727,-0.0173593791243176
"logit","partyinsurvey_match44_bags74_lmks228.013203595765",0.43853703360677,74,228.013203595765,"insurvey",0.521817567955539,0.427406009329486,0.0507764227149762,0.611,0.505,0.398,0.097,0.549730938466621,0.0168175679555393,0.0294060093294857,-0.0462235772850238,-0.00951601612917075
"dr","partyinsurvey_match44_bags74_lmks228.013203595765",0.43853703360677,74,228.013203595765,"insurvey",0.508630397151843,0.42959412925411,0.0617754735940469,0.567,0.505,0.398,0.097,0.542120124593468,0.00363039715184266,0.0315941292541102,-0.0352245264059531,-0.017126830002324
"dr_sepbags","partyinsurvey_match44_bags74_lmks228.013203595765",0.43853703360677,74,228.013203595765,"insurvey",0.536542157512074,0.408559174575757,0.0548986679121688,0.593,0.505,0.398,0.097,0.567708603612688,0.0315421575120739,0.0105591745757572,-0.0421013320878312,0.00846164901689617
"logit_bagfeat","partyinsurvey_match44_bags74_lmks228.013203595765",0.43853703360677,74,228.013203595765,"insurvey",0.525438335293898,0.424276329519352,0.0502853351867492,0.595,0.505,0.398,0.097,0.553259157472543,0.020438335293898,0.0262763295193522,-0.0467146648132508,-0.00598779712324848
"logit_regfeat","partyinsurvey_match44_bags74_lmks228.013203595765",0.43853703360677,74,228.013203595765,"insurvey",0.523419977406439,0.426058720488357,0.0505213021052037,0.599,0.505,0.398,0.097,0.551270901144993,0.018419977406439,0.0280587204883567,-0.0464786978947963,-0.00797605345079877
"grpmean","partyinsurvey_match44_bags74_lmks228.013203595765",0.43853703360677,74,228.013203595765,"insurvey",0.509061839074154,0.429054049228255,0.0618841116975918,0.467,0.505,0.398,0.097,0.542642807164624,0.00406183907415358,0.0310540492282551,-0.0351158883024082,-0.0166041474311678
"logit_alldata","partyinsurvey_match45_bags69_lmks183.168357956223",0.453817524399138,69,183.168357956223,"insurvey",0.480506876697857,0.426447946734029,0.0930451765681114,0.61,0.481,0.417,0.102,0.529802438096789,-0.000493123302142628,0.00944794673402943,-0.00895482343188858,-0.00583230577848937
"logit","partyinsurvey_match45_bags69_lmks183.168357956223",0.453817524399138,69,183.168357956223,"insurvey",0.536495219993006,0.408955645550202,0.0545491344567923,0.61,0.481,0.417,0.102,0.567449075933484,0.0554952199930061,-0.00804435444979845,-0.0474508655432077,0.0318143320582059
"dr","partyinsurvey_match45_bags69_lmks183.168357956223",0.453817524399138,69,183.168357956223,"insurvey",0.524183354207487,0.406613092124019,0.0692035536684935,0.545,0.481,0.417,0.102,0.563155732140384,0.0431833542074869,-0.010386907875981,-0.0327964463315065,0.0275209882651053
