"model","results_id","match_rate","n_bags","n_landmarks","party","y_hat_dem","y_hat_rep","y_hat_oth","class_rate","y_dem","y_rep","y_oth","y_hat_dem_2way","error_dem","error_rep","error_oth","error_dem_2way"
"dr_sepbags","partyinsurvey_match45_bags69_lmks183.168357956223",0.453817524399138,69,183.168357956223,"insurvey",0.543706755583139,0.39923777322379,0.0570554711930707,0.592,0.481,0.417,0.102,0.576605239197973,0.0627067555831394,-0.0177622267762104,-0.0449445288069293,0.0409704953226947
"logit_bagfeat","partyinsurvey_match45_bags69_lmks183.168357956223",0.453817524399138,69,183.168357956223,"insurvey",0.543131250089872,0.40552603569893,0.0513427142111967,0.603,0.481,0.417,0.102,0.572526304521301,0.0621312500898716,-0.0114739643010696,-0.0506572857888033,0.0368915606460231
"logit_regfeat","partyinsurvey_match45_bags69_lmks183.168357956223",0.453817524399138,69,183.168357956223,"insurvey",0.536145229420488,0.413323360555331,0.0505314100241813,0.605,0.481,0.417,0.102,0.564679269099511,0.0551452294204884,-0.00367663944466873,-0.0514685899758187,0.0290445252242324
"grpmean","partyinsurvey_match45_bags69_lmks183.168357956223",0.453817524399138,69,183.168357956223,"insurvey",0.515505445542754,0.421334763494632,0.0631597909626163,0.455,0.481,0.417,0.102,0.550259735406151,0.0345054455427537,0.00433476349463174,-0.0388402090373837,0.0146249915308724
"logit_alldata","partyinsurvey_match48_bags143_lmks315.626949989703",0.481666853093916,143,315.626949989703,"insurvey",0.481069167028896,0.426124895748952,0.092805937222153,0.635,0.474,0.44,0.086,0.53028253464959,0.00706916702889571,-0.0138751042510477,0.00680593722215302,0.0116829722863513
"logit","partyinsurvey_match48_bags143_lmks315.626949989703",0.481666853093916,143,315.626949989703,"insurvey",0.508537007205257,0.438888254502927,0.052574738291814,0.626,0.474,0.44,0.086,0.536756858570962,0.0345370072052572,-0.00111174549707344,-0.033425261708186,0.0181572962077233
"dr","partyinsurvey_match48_bags143_lmks315.626949989703",0.481666853093916,143,315.626949989703,"insurvey",0.503518618350305,0.436574381088425,0.0599070005612707,0.539,0.474,0.44,0.086,0.535605114229043,0.0295186183503046,-0.00342561891157495,-0.0260929994387292,0.0170055518658049
"dr_sepbags","partyinsurvey_match48_bags143_lmks315.626949989703",0.481666853093916,143,315.626949989703,"insurvey",0.501508726423012,0.442773965084168,0.0557173084928199,0.601,0.474,0.44,0.086,0.531100200113324,0.0275087264230121,0.00277396508416816,-0.0302826915071801,0.012500637750086
"logit_bagfeat","partyinsurvey_match48_bags143_lmks315.626949989703",0.481666853093916,143,315.626949989703,"insurvey",0.506470111280615,0.440557301678125,0.0529725870412616,0.614,0.474,0.44,0.086,0.534799842486378,0.0324701112806149,0.000557301678124678,-0.0330274129587384,0.0162002801231391
"logit_regfeat","partyinsurvey_match48_bags143_lmks315.626949989703",0.481666853093916,143,315.626949989703,"insurvey",0.508456986847881,0.43900673034427,0.0525362828078492,0.622,0.474,0.44,0.086,0.536650615344633,0.0344569868478807,-0.000993269655730211,-0.0334637171921508,0.0180510529813941
"grpmean","partyinsurvey_match48_bags143_lmks315.626949989703",0.481666853093916,143,315.626949989703,"insurvey",0.507380052557568,0.432221829488114,0.0603981179543191,0.453,0.474,0.44,0.086,0.539994717180548,0.0333800525575682,-0.00777817051188606,-0.0256018820456809,0.0213951548173096
"logit_alldata","partyinsurvey_match51_bags193_lmks463.543894239003",0.506164625329724,193,463.543894239003,"insurvey",0.483535899688073,0.421866264810706,0.0945978355012216,0.622,0.501,0.406,0.093,0.534056487434789,-0.0174641003119275,0.0158662648107056,0.00159783550122156,-0.0183139646049023
"logit","partyinsurvey_match51_bags193_lmks463.543894239003",0.506164625329724,193,463.543894239003,"insurvey",0.535928754633388,0.393920023613603,0.0701512217530081,0.619,0.501,0.406,0.093,0.576361196756912,0.0349287546333883,-0.0120799763863971,-0.0228487782469919,0.0239907447172203
"dr","partyinsurvey_match51_bags193_lmks463.543894239003",0.506164625329724,193,463.543894239003,"insurvey",0.501730938675069,0.430536347124531,0.0677327142003998,0.562,0.501,0.406,0.093,0.5381835727988,0.000730938675068682,0.0245363471245311,-0.0252672857996002,-0.0141868792408913
"dr_sepbags","partyinsurvey_match51_bags193_lmks463.543894239003",0.506164625329724,193,463.543894239003,"insurvey",0.524004524016705,0.407370713987026,0.0686247619962682,0.607,0.501,0.406,0.093,0.562613759347772,0.0230045240167054,0.00137071398702604,-0.0243752380037318,0.0102433073080807
"logit_bagfeat","partyinsurvey_match51_bags193_lmks463.543894239003",0.506164625329724,193,463.543894239003,"insurvey",0.530096427026943,0.400647565824843,0.0692560071482145,0.609,0.501,0.406,0.093,0.569540530047082,0.029096427026943,-0.00535243417515746,-0.0237439928517855,0.0171700780073903
"logit_regfeat","partyinsurvey_match51_bags193_lmks463.543894239003",0.506164625329724,193,463.543894239003,"insurvey",0.52764313516749,0.403561336497827,0.0687955283346809,0.584,0.501,0.406,0.093,0.566624357187503,0.0266431351674895,-0.00243866350217287,-0.0242044716653191,0.0142539051478114
"grpmean","partyinsurvey_match51_bags193_lmks463.543894239003",0.506164625329724,193,463.543894239003,"insurvey",0.496170484328376,0.437160069814795,0.0666694458568289,0.459,0.501,0.406,0.093,0.531612816194448,-0.00482951567162371,0.0311600698147954,-0.0263305541431711,-0.0207576358452428
"logit_alldata","partyinsurvey_match52_bags89_lmks296.681952371262",0.520219855763433,89,296.681952371262,"insurvey",0.486463460955466,0.420232520800104,0.0933040182444297,0.65,0.482,0.419,0.099,0.536523234627732,0.00446346095546613,0.00123252080010411,-0.00569598175557029,0.00156208035470251
"logit","partyinsurvey_match52_bags89_lmks296.681952371262",0.520219855763433,89,296.681952371262,"insurvey",0.511356448219876,0.427426319396282,0.0612172323838426,0.611,0.482,0.419,0.099,0.544701570863256,0.0293564482198758,0.00842631939628191,-0.0377827676161574,0.00974041659022595
"dr","partyinsurvey_match52_bags89_lmks296.681952371262",0.520219855763433,89,296.681952371262,"insurvey",0.514467580155485,0.424443694960774,0.0610887248837414,0.567,0.482,0.419,0.099,0.547940570946688,0.0324675801554853,0.00544369496077418,-0.0379112751162586,0.0129794166736578
"dr_sepbags","partyinsurvey_match52_bags89_lmks296.681952371262",0.520219855763433,89,296.681952371262,"insurvey",0.507382457721609,0.427140353855091,0.0654771884233008,0.629,0.482,0.419,0.099,0.542932126895403,0.0253824577216089,0.00814035385509054,-0.0335228115766992,0.00797097262237267
"logit_bagfeat","partyinsurvey_match52_bags89_lmks296.681952371262",0.520219855763433,89,296.681952371262,"insurvey",0.514925057647959,0.423994862018303,0.0610800803337361,0.628,0.482,0.419,0.099,0.548422764138381,0.0329250576479591,0.00499486201830346,-0.0379199196662639,0.0134616098653509
"logit_regfeat","partyinsurvey_match52_bags89_lmks296.681952371262",0.520219855763433,89,296.681952371262,"insurvey",0.512432043679862,0.424824610995187,0.0627433453249502,0.625,0.482,0.419,0.099,0.54673609530948,0.0304320436798622,0.00582461099518666,-0.0362566546750498,0.0117749410364498
"grpmean","partyinsurvey_match52_bags89_lmks296.681952371262",0.520219855763433,89,296.681952371262,"insurvey",0.517220139088653,0.422863138916861,0.0599167219944852,0.463,0.482,0.419,0.099,0.550185447597781,0.0352201390886533,0.00386313891686124,-0.0390832780055148,0.0152242933247511
"logit_alldata","partyinsurvey_match57_bags59_lmks62.358257693937",0.571099773668862,59,62.358257693937,"insurvey",0.482667051638624,0.423556394134446,0.0937765542269293,0.61,0.494,0.4,0.106,0.532613732176038,-0.0113329483613758,0.0235563941344464,-0.0122234457730707,-0.0199589747590855
"logit","partyinsurvey_match57_bags59_lmks62.358257693937",0.571099773668862,59,62.358257693937,"insurvey",0.496915707901849,0.440808608434631,0.0622756836635184,0.601,0.494,0.4,0.106,0.52991662820818,0.00291570790184903,0.0408086084346309,-0.0437243163364816,-0.0226560787269431
"dr","partyinsurvey_match57_bags59_lmks62.358257693937",0.571099773668862,59,62.358257693937,"insurvey",0.493844641082692,0.437314569840186,0.0688407890771221,0.543,0.494,0.4,0.106,0.530354675430037,-0.00015535891730778,0.0373145698401858,-0.0371592109228779,-0.0222180315050862
"dr_sepbags","partyinsurvey_match57_bags59_lmks62.358257693937",0.571099773668862,59,62.358257693937,"insurvey",0.52315895334631,0.413817212734604,0.0630238339190858,0.569,0.494,0.4,0.106,0.558348197408825,0.0291589533463105,0.0138172127346041,-0.0429761660809142,0.00577549047370207
"logit_bagfeat","partyinsurvey_match57_bags59_lmks62.358257693937",0.571099773668862,59,62.358257693937,"insurvey",0.500531039558866,0.437379668036725,0.0620892924044082,0.59,0.494,0.4,0.106,0.533665982811964,0.00653103955886591,0.0373796680367254,-0.0439107075955918,-0.0189067241231593
"logit_regfeat","partyinsurvey_match57_bags59_lmks62.358257693937",0.571099773668862,59,62.358257693937,"insurvey",0.497171161179317,0.441363512686147,0.0614653261345355,0.583,0.494,0.4,0.106,0.529731266221268,0.00317116117931715,0.0413635126861472,-0.0445346738654645,-0.0228414407138552
"grpmean","partyinsurvey_match57_bags59_lmks62.358257693937",0.571099773668862,59,62.358257693937,"insurvey",0.494160714256396,0.442062851919769,0.0637764338238384,0.444,0.494,0.4,0.106,0.527823408969192,0.000160714256395578,0.0420628519197689,-0.0422235661761616,-0.0247492979659311
"logit_alldata","partyinsurvey_match7_bags105_lmks72.730768795358",0.0686864842073872,105,72.730768795358,"insurvey",0.484098159639705,0.423052974923406,0.0928488654368882,0.629,0.449,0.463,0.088,0.533646645189778,0.0350981596397053,-0.0399470250765941,0.00484886543688817,0.041322083786269
"logit","partyinsurvey_match7_bags105_lmks72.730768795358",0.0686864842073872,105,72.730768795358,"insurvey",0.536141558719568,0.392576309199105,0.0712821320813299,0.46,0.449,0.463,0.088,0.577292175847874,0.0871415587195677,-0.0704236908008947,-0.0167178679186701,0.0849676144443654
"dr","partyinsurvey_match7_bags105_lmks72.730768795358",0.0686864842073872,105,72.730768795358,"insurvey",0.508278383327919,0.42212153691293,0.0696000797591507,0.488,0.449,0.463,0.088,0.546300974742499,0.0592783833279192,-0.0408784630870699,-0.0183999202408493,0.0539764133389902
"dr_sepbags","partyinsurvey_match7_bags105_lmks72.730768795358",0.0686864842073872,105,72.730768795358,"insurvey",0.535994335457144,0.396670918110731,0.0673347464321241,0.449,0.449,0.463,0.088,0.574691008812345,0.0869943354571445,-0.0663290818892686,-0.0206652535678759,0.0823664474088366
"logit_bagfeat","partyinsurvey_match7_bags105_lmks72.730768795358",0.0686864842073872,105,72.730768795358,"insurvey",0.54422812753737,0.358849121252902,0.0969227512097272,0.517,0.449,0.463,0.088,0.602637402577018,0.0952281275373698,-0.104150878747098,0.00892275120972721,0.11031284117351
"logit_regfeat","partyinsurvey_match7_bags105_lmks72.730768795358",0.0686864842073872,105,72.730768795358,"insurvey",0.52817983675465,0.38677859225551,0.0850415709898384,0.547,0.449,0.463,0.088,0.577271950296207,0.07917983675465,-0.0762214077444898,-0.00295842901016161,0.0849473888926986
"grpmean","partyinsurvey_match7_bags105_lmks72.730768795358",0.0686864842073872,105,72.730768795358,"insurvey",0.515121439896159,0.421491215843227,0.063387344260612,0.499,0.449,0.463,0.088,0.549983428837515,0.0661214398961593,-0.0415087841567731,-0.024612655739388,0.0576588674340058
"logit_alldata","partyinsurvey_match7_bags121_lmks140.166059595998",0.0660730211923555,121,140.166059595998,"insurvey",0.491045980692581,0.415669020694081,0.0932849986133373,0.633,0.495,0.42,0.085,0.541565960573732,-0.00395401930741901,-0.0043309793059193,0.00828499861333733,0.000582354016355313
"logit","partyinsurvey_match7_bags121_lmks140.166059595998",0.0660730211923555,121,140.166059595998,"insurvey",0.474356273566494,0.487132947572768,0.0385107788607385,0.539,0.495,0.42,0.085,0.493355789266605,-0.0206437264335059,0.0671329475727684,-0.0464892211392615,-0.0476278172907715
"dr","partyinsurvey_match7_bags121_lmks140.166059595998",0.0660730211923555,121,140.166059595998,"insurvey",0.491928336865163,0.441475333713696,0.0665963294211413,0.552,0.495,0.42,0.085,0.527026357803038,-0.00307166313483731,0.0214753337136961,-0.0184036705788587,-0.0139572487543389
"dr_sepbags","partyinsurvey_match7_bags121_lmks140.166059595998",0.0660730211923555,121,140.166059595998,"insurvey",0.496940743217201,0.449786074845578,0.0532731819372209,0.573,0.495,0.42,0.085,0.52490405229468,0.00194074321720106,0.0297860748455783,-0.0317268180627792,-0.0160795542626969
"logit_bagfeat","partyinsurvey_match7_bags121_lmks140.166059595998",0.0660730211923555,121,140.166059595998,"insurvey",0.468442145913074,0.494310199944586,0.0372476541423398,0.523092369477912,0.495,0.42,0.085,0.486565572058686,-0.0265578540869257,0.0743101999445861,-0.0477523458576602,-0.054418034498691
"logit_regfeat","partyinsurvey_match7_bags121_lmks140.166059595998",0.0660730211923555,121,140.166059595998,"insurvey",0.471006767005398,0.491370114959688,0.0376231180349159,0.52,0.495,0.42,0.085,0.489420284123665,-0.0239932329946017,0.0713701149596883,-0.0473768819650841,-0.051563322433712
"grpmean","partyinsurvey_match7_bags121_lmks140.166059595998",0.0660730211923555,121,140.166059595998,"insurvey",0.496453089932972,0.43537981670347,0.0681670933635585,0.491,0.495,0.42,0.085,0.532770506812189,0.00145308993297244,0.0153798167034697,-0.0168329066364415,-0.00821309974518769
"logit_alldata","partyinsurvey_match75_bags51_lmks235.000311916228",0.749929475879101,51,235.000311916228,"insurvey",0.486654829763528,0.42042596585325,0.0929192043832206,0.631,0.508,0.398,0.094,0.536506595790755,-0.0213451702364718,0.0224259658532496,-0.00108079561677939,-0.0241998059752491
"logit","partyinsurvey_match75_bags51_lmks235.000311916228",0.749929475879101,51,235.000311916228,"insurvey",0.505508882365805,0.429126649099146,0.06536446853505,0.608,0.508,0.398,0.094,0.540862042312332,-0.00249111763419507,0.0311266490991455,-0.02863553146495,-0.0198443594536721
"dr","partyinsurvey_match75_bags51_lmks235.000311916228",0.749929475879101,51,235.000311916228,"insurvey",0.503336740825899,0.427053087138993,0.0696101720351075,0.551,0.508,0.398,0.094,0.540995532944383,-0.0046632591741006,0.0290530871389931,-0.0243898279648925,-0.0197108688216219
"dr_sepbags","partyinsurvey_match75_bags51_lmks235.000311916228",0.749929475879101,51,235.000311916228,"insurvey",0.517588828160492,0.41933995649414,0.0630712153453671,0.597,0.508,0.398,0.094,0.552431344449817,0.00958882816049178,0.0213399564941395,-0.0309287846546329,-0.0082750573161875
"logit_bagfeat","partyinsurvey_match75_bags51_lmks235.000311916228",0.749929475879101,51,235.000311916228,"insurvey",0.508154505825402,0.426508871709292,0.0653366224653061,0.618,0.508,0.398,0.094,0.543676491493366,0.000154505825401885,0.0285088717092919,-0.0286633775346939,-0.0170299102726382
"logit_regfeat","partyinsurvey_match75_bags51_lmks235.000311916228",0.749929475879101,51,235.000311916228,"insurvey",0.505431155854703,0.428399575831612,0.0661692683136859,0.615,0.508,0.398,0.094,0.541244937336763,-0.00256884414529746,0.0303995758316121,-0.0278307316863141,-0.0194614644292415
"grpmean","partyinsurvey_match75_bags51_lmks235.000311916228",0.749929475879101,51,235.000311916228,"insurvey",0.501315757756165,0.436648918116753,0.0620353241270816,0.459,0.508,0.398,0.094,0.53447189499926,-0.00668424224383468,0.0386489181167532,-0.0319646758729184,-0.0262345067667444
"logit_alldata","partyonfile_match10_bags85_lmks389.034895419609",0.0955643945935988,85,389.034895419609,"onfile",0.510680806437895,0.395452175862571,0.0938670176995294,0.839,0.518,0.4,0.082,0.56358262684732,-0.00731919356210464,-0.00454782413742888,0.0118670176995294,-0.000687525658126575
"logit","partyonfile_match10_bags85_lmks389.034895419609",0.0955643945935988,85,389.034895419609,"onfile",0.48645856949569,0.409004212222748,0.104537218281551,0.865,0.518,0.4,0.082,0.543248228097371,-0.0315414305043104,0.00900421222274805,0.0225372182815515,-0.0210219244080762
"dr","partyonfile_match10_bags85_lmks389.034895419609",0.0955643945935988,85,389.034895419609,"onfile",0.517060190268754,0.422673262274731,0.0602665474565142,0.705,0.518,0.4,0.082,0.550220053217514,-0.000939809731245522,0.0226732622747312,-0.0217334525434858,-0.0140500992879331
"dr_sepbags","partyonfile_match10_bags85_lmks389.034895419609",0.0955643945935988,85,389.034895419609,"onfile",0.494395451626291,0.421249154068589,0.0843553943051202,0.814,0.518,0.4,0.082,0.539942515416335,-0.0236045483737088,0.0212491540685889,0.00235539430512015,-0.0243276370891121
"logit_bagfeat","partyonfile_match10_bags85_lmks389.034895419609",0.0955643945935988,85,389.034895419609,"onfile",0.485776493440458,0.408836870501942,0.105386636057602,0.864,0.518,0.4,0.082,0.543001606078999,-0.0322235065595421,0.00883687050194193,0.0233866360576022,-0.0212685464264478
"logit_regfeat","partyonfile_match10_bags85_lmks389.034895419609",0.0955643945935988,85,389.034895419609,"onfile",0.485776493440458,0.408836870501942,0.105386636057602,0.864,0.518,0.4,0.082,0.543001606078999,-0.0322235065595421,0.00883687050194193,0.0233866360576022,-0.0212685464264478
"grpmean","partyonfile_match10_bags85_lmks389.034895419609",0.0955643945935988,85,389.034895419609,"onfile",0.51061431360851,0.42183224566458,0.0675534407269091,0.452,0.518,0.4,0.082,0.547607054292281,-0.00738568639148995,0.0218322456645802,-0.0144465592730909,-0.0166630982131657
"logit_alldata","partyonfile_match15_bags159_lmks27.6829696064815",0.146188865415597,159,27.6829696064815,"onfile",0.472957075219238,0.438775455421085,0.0882674693596702,0.849,0.467,0.443,0.09,0.518745420750832,0.00595707521923822,-0.00422454457891475,-0.00173253064032977,0.00555860756401827
"logit","partyonfile_match15_bags159_lmks27.6829696064815",0.146188865415597,159,27.6829696064815,"onfile",0.492008714128986,0.455207093263668,0.0527841926073496,0.866,0.467,0.443,0.09,0.519426207089292,0.0250087141289858,0.012207093263668,-0.0372158073926504,0.00623939390247885
"dr","partyonfile_match15_bags159_lmks27.6829696064815",0.146188865415597,159,27.6829696064815,"onfile",0.505256553075072,0.431212283480427,0.0635311634444993,0.638,0.467,0.443,0.09,0.539533760603819,0.0382565530750724,-0.0117877165195726,-0.0264688365555007,0.0263469474170057
"dr_sepbags","partyonfile_match15_bags159_lmks27.6829696064815",0.146188865415597,159,27.6829696064815,"onfile",0.494228617130855,0.450744882010675,0.0550265008584707,0.801,0.467,0.443,0.09,0.523007912475685,0.0272286171308546,0.0077448820106748,-0.0349734991415293,0.00982109928887154
"logit_bagfeat","partyonfile_match15_bags159_lmks27.6829696064815",0.146188865415597,159,27.6829696064815,"onfile",0.485198899635509,0.461616889077611,0.0531842112868831,0.86,0.467,0.443,0.09,0.512453325577699,0.0181988996355086,0.0186168890776112,-0.0368157887131169,-0.000733487609114403
"logit_regfeat","partyonfile_match15_bags159_lmks27.6829696064815",0.146188865415597,159,27.6829696064815,"onfile",0.48743966314261,0.45944458578671,0.0531157510706791,0.866,0.467,0.443,0.09,0.514782734736349,0.0204396631426099,0.0164445857867096,-0.0368842489293209,0.00159592154953603
"grpmean","partyonfile_match15_bags159_lmks27.6829696064815",0.146188865415597,159,27.6829696064815,"onfile",0.491720622705945,0.442983738058718,0.0652956392353381,0.455,0.467,0.443,0.09,0.526070748513122,0.0247206227059446,-1.62619412822917e-05,-0.0247043607646619,0.0128839353263085
"logit_alldata","partyonfile_match15_bags168_lmks434.145490776282",0.147567976378711,168,434.145490776282,"onfile",0.493901536160544,0.412465362402923,0.0936331014365333,0.829,0.495,0.411,0.094,0.544924507882345,-0.00109846383945594,0.00146536240292272,-0.00036689856346675,-0.00143310801169516
"logit","partyonfile_match15_bags168_lmks434.145490776282",0.147567976378711,168,434.145490776282,"onfile",0.546593378236752,0.400060461678589,0.0533461600846594,0.842,0.495,0.411,0.094,0.577395194726759,0.0515933782367519,-0.0109395383214112,-0.0406538399153406,0.031037578832719
"dr","partyonfile_match15_bags168_lmks434.145490776282",0.147567976378711,168,434.145490776282,"onfile",0.488924059383425,0.450345406950664,0.0607305336659107,0.68,0.495,0.411,0.094,0.520536520037924,-0.00607594061657474,0.0393454069506637,-0.0332694663340893,-0.0258210958561154
"dr_sepbags","partyonfile_match15_bags168_lmks434.145490776282",0.147567976378711,168,434.145490776282,"onfile",0.504277091684271,0.439739984443831,0.0559829238718982,0.83,0.495,0.411,0.094,0.534182171526568,0.00927709168427115,0.0287399844438312,-0.0380170761281018,-0.0121754443674714
"logit_bagfeat","partyonfile_match15_bags168_lmks434.145490776282",0.147567976378711,168,434.145490776282,"onfile",0.537908244131572,0.409911427446059,0.0521803284223689,0.842,0.495,0.411,0.094,0.567521713530415,0.042908244131572,-0.00108857255394101,-0.0418196715776311,0.0211640976363748
"logit_regfeat","partyonfile_match15_bags168_lmks434.145490776282",0.147567976378711,168,434.145490776282,"onfile",0.537920701402822,0.409901750330683,0.0521775482664952,0.842,0.495,0.411,0.094,0.567533191916905,0.0429207014028223,-0.0010982496693171,-0.0418224517335048,0.021175576022865
"grpmean","partyonfile_match15_bags168_lmks434.145490776282",0.147567976378711,168,434.145490776282,"onfile",0.485336946957064,0.454083544431175,0.0605795086117622,0.451,0.495,0.411,0.094,0.516634405366071,-0.00966305304293563,0.0430835444311749,-0.0334204913882378,-0.0297232105279689
"logit_alldata","partyonfile_match15_bags191_lmks298.743302702671",0.153133067439183,191,298.743302702671,"onfile",0.485605512961193,0.422824561583266,0.0915699254555371,0.829,0.489,0.422,0.089,0.534554641648894,-0.00339448703880674,0.000824561583266326,0.00256992545553709,-0.00221813551905348
"logit","partyonfile_match15_bags191_lmks298.743302702671",0.153133067439183,191,298.743302702671,"onfile",0.502797619279043,0.420670593352319,0.076531787368633,0.848,0.489,0.422,0.089,0.544466623108067,0.0137976192790431,-0.00132940664768061,-0.012468212631367,0.00769384594012013
"dr","partyonfile_match15_bags191_lmks298.743302702671",0.153133067439183,191,298.743302702671,"onfile",0.507860037071445,0.42699242295081,0.0651475399777448,0.7,0.489,0.422,0.089,0.543251538386448,0.0188600370714453,0.0049924229508102,-0.0238524600222552,0.00647876121850055
"dr_sepbags","partyonfile_match15_bags191_lmks298.743302702671",0.153133067439183,191,298.743302702671,"onfile",0.492674789429212,0.434515276466898,0.0728099341038903,0.845,0.489,0.422,0.089,0.53136331756645,0.00367478942921229,0.0125152764668978,-0.0161900658961097,-0.00540945960149719
"logit_bagfeat","partyonfile_match15_bags191_lmks298.743302702671",0.153133067439183,191,298.743302702671,"onfile",0.502620071687464,0.418399754866063,0.0789801734464812,0.848,0.489,0.422,0.089,0.545721229007938,0.0136200716874643,-0.00360024513393703,-0.0100198265535188,0.00894845183999082
"logit_regfeat","partyonfile_match15_bags191_lmks298.743302702671",0.153133067439183,191,298.743302702671,"onfile",0.502710434353539,0.419782851905354,0.077506713741111,0.848,0.489,0.422,0.089,0.544947526276585,0.013710434353539,-0.00221714809464574,-0.011493286258889,0.00817474910863758
"grpmean","partyonfile_match15_bags191_lmks298.743302702671",0.153133067439183,191,298.743302702671,"onfile",0.494972822670584,0.424841512263816,0.0801856650655973,0.415,0.489,0.422,0.089,0.538122536115817,0.00597282267058435,0.0028415122638159,-0.00881433493440266,0.00134975894786982
"logit_alldata","partyonfile_match18_bags182_lmks112.52950376831",0.184110111987093,182,112.52950376831,"onfile",0.490147283251512,0.418086289077767,0.0917664276707205,0.832,0.492,0.419,0.089,0.539670959304519,-0.00185271674848769,-0.000913710922233357,0.00276642767072054,-0.000394902385931206
"logit","partyonfile_match18_bags182_lmks112.52950376831",0.184110111987093,182,112.52950376831,"onfile",0.533885775925218,0.394858599786832,0.0712556242879505,0.85,0.492,0.419,0.089,0.574846846868815,0.0418857759252176,-0.0241414002131677,-0.0177443757120495,0.0347809851783648
"dr","partyonfile_match18_bags182_lmks112.52950376831",0.184110111987093,182,112.52950376831,"onfile",0.492927467214206,0.44258422187096,0.064488310914834,0.717,0.492,0.419,0.089,0.526906796532108,0.000927467214206223,0.0235842218709605,-0.024511689085166,-0.0131590651583421
"dr_sepbags","partyonfile_match18_bags182_lmks112.52950376831",0.184110111987093,182,112.52950376831,"onfile",0.51078195502388,0.421980554939324,0.0672374900367959,0.836,0.492,0.419,0.089,0.547601291398418,0.0187819550238799,0.00298055493932375,-0.0217625099632041,0.00753542970796761
"logit_bagfeat","partyonfile_match18_bags182_lmks112.52950376831",0.184110111987093,182,112.52950376831,"onfile",0.528457982541453,0.404554763452559,0.0669872540059816,0.849,0.492,0.419,0.089,0.566399531850383,0.0364579825414527,-0.014445236547441,-0.0220127459940184,0.0263336701599334
"logit_regfeat","partyonfile_match18_bags182_lmks112.52950376831",0.184110111987093,182,112.52950376831,"onfile",0.534400833330805,0.393098097846479,0.0725010688227171,0.85,0.492,0.419,0.089,0.576174069173842,0.0424008333308047,-0.0259019021535208,-0.0164989311772829,0.0361082074833924
"grpmean","partyonfile_match18_bags182_lmks112.52950376831",0.184110111987093,182,112.52950376831,"onfile",0.493964537243372,0.436951663373408,0.0690837993832193,0.475,0.492,0.419,0.089,0.530621915180007,0.0019645372433722,0.0179516633734083,-0.0199162006167807,-0.00944394651044256
"logit_alldata","partyonfile_match18_bags43_lmks416.881182562793",0.184329543310454,43,416.881182562793,"onfile",0.482582321615966,0.41646981328348,0.100947865100562,0.807,0.484,0.407,0.109,0.536767894633768,-0.00141767838403412,0.0094698132834799,-0.00805213489943826,-0.00644198190944179
"logit","partyonfile_match18_bags43_lmks416.881182562793",0.184329543310454,43,416.881182562793,"onfile",0.484011500432376,0.443589116846092,0.0723993827215311,0.825,0.484,0.407,0.109,0.521788678679883,1.15004323762435e-05,0.0365891168460923,-0.0366006172784689,-0.0214211978633267
"dr","partyonfile_match18_bags43_lmks416.881182562793",0.184329543310454,43,416.881182562793,"onfile",0.490201611108083,0.44644938258211,0.0633490063098058,0.646,0.484,0.407,0.109,0.523355672935123,0.00620161110808337,0.0394493825821105,-0.0456509936901942,-0.0198542036080868
"dr_sepbags","partyonfile_match18_bags43_lmks416.881182562793",0.184329543310454,43,416.881182562793,"onfile",0.487516995352992,0.448887345246786,0.0635956594002218,0.82,0.484,0.407,0.109,0.5206265864175,0.00351699535299232,0.0418873452467859,-0.0454043405997782,-0.02258329012571
"logit_bagfeat","partyonfile_match18_bags43_lmks416.881182562793",0.184329543310454,43,416.881182562793,"onfile",0.484971657021965,0.444128453661485,0.0708998893165513,0.824,0.484,0.407,0.109,0.521979979816404,0.000971657021964889,0.0371284536614853,-0.0381001106834487,-0.0212298967268063
"logit_regfeat","partyonfile_match18_bags43_lmks416.881182562793",0.184329543310454,43,416.881182562793,"onfile",0.484353452060693,0.444202799097441,0.071443748841861,0.824,0.484,0.407,0.109,0.521619935740656,0.000353452060693094,0.0372027990974411,-0.037556251158139,-0.0215899408025536
"grpmean","partyonfile_match18_bags43_lmks416.881182562793",0.184329543310454,43,416.881182562793,"onfile",0.486008280138873,0.453761388606844,0.0602303312542859,0.431,0.484,0.407,0.109,0.517156805866628,0.00200828013887261,0.0467613886068438,-0.0487696687457141,-0.0260530706765818
"logit_alldata","partyonfile_match18_bags61_lmks28.2072781655006",0.184816763655735,61,28.2072781655006,"onfile",0.499374092457841,0.407132079598433,0.0934938279437257,0.82,0.493,0.412,0.095,0.550877763275549,0.00637409245784087,-0.00486792040156658,-0.00150617205627435,0.00612638206007987
"logit","partyonfile_match18_bags61_lmks28.2072781655006",0.184816763655735,61,28.2072781655006,"onfile",0.502117616042324,0.409427342186996,0.0884550417706764,0.837,0.493,0.412,0.095,0.550842403887229,0.00911761604232408,-0.0025726578130037,-0.00654495822932361,0.00609102267175909
"dr","partyonfile_match18_bags61_lmks28.2072781655006",0.184816763655735,61,28.2072781655006,"onfile",0.509870812631248,0.42914224969083,0.0609869376779204,0.633,0.493,0.412,0.095,0.542985857268473,0.0168708126312483,0.0171422496908303,-0.0340130623220796,-0.00176552394699669
